	0-RawData	1-FilterAndTrim	2-ErrorModel	3.1-Dereplication	3.2-Denoising	4-ESV	5-MultipleSequenceAlignment	6-ChimeraRemoval	7-PreClassification	8-ConsensusClassification	9-Clustering_97	10-TaxaFilter_97	11-MultipletonsFilter_97	12-Subsampling_97	13-Lulu_97	14-RareSeqsFilter_97
105610	472	252	252	252 (229 uniques)	57 (3 uniques)	54 (2 uniques)	54 (2 uniques)	54 (2 uniques)	54 (2 uniques)	54 (2 uniques)	54 (2 uniques)	0 (0 uniques)	0 (0 uniques)	/	/	/
105611	55800	46150	46150	46150 (13156 uniques)	44198 (454 uniques)	41809 (343 uniques)	41757 (333 uniques)	41736 (328 uniques)	41736 (328 uniques)	41736 (328 uniques)	41736 (293 uniques)	8975 (279 uniques)	8975 (279 uniques)	3700 (272 uniques)	3700 (272 uniques)	3684 (260 uniques)
105612	10142	6427	6427	6427 (3863 uniques)	6221 (39 uniques)	6141 (35 uniques)	3110 (27 uniques)	3110 (27 uniques)	3110 (27 uniques)	3110 (27 uniques)	3110 (27 uniques)	3011 (23 uniques)	3011 (23 uniques)	/	/	/
105613	27026	22627	22627	22627 (14442 uniques)	20167 (621 uniques)	16061 (464 uniques)	16039 (447 uniques)	16025 (446 uniques)	16025 (446 uniques)	16025 (446 uniques)	16025 (377 uniques)	14773 (356 uniques)	14773 (356 uniques)	3700 (343 uniques)	3700 (343 uniques)	3677 (328 uniques)
105614	45128	27991	27991	27991 (17698 uniques)	27322 (266 uniques)	26369 (282 uniques)	5093 (181 uniques)	5093 (181 uniques)	5093 (181 uniques)	5093 (181 uniques)	5093 (175 uniques)	3809 (163 uniques)	3809 (163 uniques)	3700 (163 uniques)	3700 (163 uniques)	3700 (163 uniques)
105615	28380	22754	22754	22754 (9289 uniques)	22206 (423 uniques)	21283 (348 uniques)	20945 (344 uniques)	20945 (344 uniques)	20945 (344 uniques)	20945 (344 uniques)	20945 (306 uniques)	12136 (283 uniques)	12136 (283 uniques)	3700 (276 uniques)	3700 (276 uniques)	3661 (250 uniques)
105616	24128	19389	19389	19389 (12624 uniques)	17088 (549 uniques)	13261 (433 uniques)	13113 (410 uniques)	13113 (410 uniques)	13113 (410 uniques)	13113 (410 uniques)	13113 (346 uniques)	12482 (327 uniques)	12482 (327 uniques)	3700 (316 uniques)	3700 (316 uniques)	3691 (310 uniques)
105617	29365	21995	21995	21995 (10145 uniques)	21221 (308 uniques)	20435 (288 uniques)	20326 (272 uniques)	20326 (272 uniques)	20326 (272 uniques)	20326 (272 uniques)	20326 (205 uniques)	19903 (195 uniques)	19903 (195 uniques)	3700 (187 uniques)	3700 (187 uniques)	3694 (182 uniques)
105618	34592	23557	23557	23557 (11741 uniques)	22241 (515 uniques)	20354 (432 uniques)	20308 (419 uniques)	20292 (417 uniques)	20292 (417 uniques)	20292 (417 uniques)	20292 (363 uniques)	16857 (348 uniques)	16857 (348 uniques)	3700 (320 uniques)	3700 (320 uniques)	3686 (311 uniques)
105619	12302	9332	9332	9332 (5295 uniques)	8318 (225 uniques)	7112 (148 uniques)	5981 (143 uniques)	5981 (143 uniques)	5981 (143 uniques)	5981 (143 uniques)	5981 (136 uniques)	5796 (128 uniques)	5796 (128 uniques)	3700 (128 uniques)	3700 (128 uniques)	3695 (124 uniques)
105620	4975	2518	2518	2518 (750 uniques)	2328 (12 uniques)	2318 (10 uniques)	2318 (9 uniques)	2318 (9 uniques)	2318 (9 uniques)	2318 (9 uniques)	2318 (8 uniques)	2149 (4 uniques)	2149 (4 uniques)	/	/	/
105621	39865	32839	32839	32839 (15051 uniques)	30873 (556 uniques)	27938 (408 uniques)	27924 (402 uniques)	27447 (396 uniques)	27447 (396 uniques)	27447 (396 uniques)	27447 (345 uniques)	24039 (317 uniques)	24039 (317 uniques)	3700 (280 uniques)	3700 (280 uniques)	3691 (273 uniques)
105622	26893	22052	22052	22052 (7544 uniques)	21117 (298 uniques)	20160 (229 uniques)	20147 (224 uniques)	20147 (224 uniques)	20147 (224 uniques)	20147 (224 uniques)	20147 (201 uniques)	5361 (192 uniques)	5361 (192 uniques)	3700 (192 uniques)	3700 (192 uniques)	3692 (186 uniques)
105623	8177	4704	4704	4704 (3122 uniques)	4608 (34 uniques)	4554 (32 uniques)	1308 (26 uniques)	1308 (26 uniques)	1308 (26 uniques)	1308 (26 uniques)	1308 (26 uniques)	882 (21 uniques)	882 (21 uniques)	/	/	/
105624	16403	13349	13349	13349 (7315 uniques)	12360 (337 uniques)	11107 (258 uniques)	11081 (255 uniques)	11081 (255 uniques)	11081 (255 uniques)	11081 (255 uniques)	11081 (228 uniques)	9822 (212 uniques)	9822 (212 uniques)	3700 (207 uniques)	3700 (207 uniques)	3696 (204 uniques)
105625	36544	29905	29905	29905 (11781 uniques)	28428 (384 uniques)	26547 (274 uniques)	26536 (267 uniques)	26383 (259 uniques)	26383 (259 uniques)	26383 (259 uniques)	26383 (235 uniques)	6723 (212 uniques)	6723 (212 uniques)	3700 (211 uniques)	3700 (211 uniques)	3687 (204 uniques)
105626	24367	18651	18651	18651 (8981 uniques)	17100 (366 uniques)	15216 (262 uniques)	13133 (256 uniques)	13133 (256 uniques)	13133 (256 uniques)	13133 (256 uniques)	13133 (232 uniques)	12225 (210 uniques)	12225 (210 uniques)	3700 (197 uniques)	3700 (197 uniques)	3693 (192 uniques)
105627	14925	11697	11697	11697 (6282 uniques)	10481 (273 uniques)	9083 (205 uniques)	9083 (201 uniques)	9083 (201 uniques)	9083 (201 uniques)	9083 (201 uniques)	9083 (189 uniques)	4818 (168 uniques)	4818 (168 uniques)	3700 (167 uniques)	3700 (167 uniques)	3697 (165 uniques)
105628	21432	17845	17845	17845 (5072 uniques)	17134 (87 uniques)	16784 (77 uniques)	16784 (72 uniques)	16673 (66 uniques)	16673 (66 uniques)	16673 (66 uniques)	16673 (51 uniques)	2911 (44 uniques)	2911 (44 uniques)	/	/	/
105629	11094	8734	8734	8734 (4558 uniques)	8079 (243 uniques)	7345 (185 uniques)	7317 (182 uniques)	7317 (182 uniques)	7317 (182 uniques)	7317 (182 uniques)	7317 (173 uniques)	4653 (158 uniques)	4653 (158 uniques)	3700 (158 uniques)	3700 (158 uniques)	3696 (156 uniques)
105630	35681	28861	28861	28861 (12454 uniques)	27323 (485 uniques)	24877 (366 uniques)	24829 (359 uniques)	24747 (356 uniques)	24747 (356 uniques)	24747 (356 uniques)	24747 (319 uniques)	13174 (291 uniques)	13174 (291 uniques)	3700 (282 uniques)	3700 (282 uniques)	3685 (272 uniques)
105631	25210	20903	20903	20903 (9078 uniques)	20198 (410 uniques)	19007 (320 uniques)	15324 (286 uniques)	15318 (285 uniques)	15318 (285 uniques)	15318 (285 uniques)	15318 (260 uniques)	9298 (232 uniques)	9298 (232 uniques)	3700 (227 uniques)	3700 (227 uniques)	3682 (215 uniques)
105632	28178	22585	22585	22585 (10673 uniques)	20800 (534 uniques)	17828 (347 uniques)	17754 (339 uniques)	17754 (339 uniques)	17754 (339 uniques)	17754 (339 uniques)	17754 (315 uniques)	11537 (286 uniques)	11537 (286 uniques)	3700 (268 uniques)	3700 (268 uniques)	3678 (250 uniques)
105633	37419	27430	27430	27430 (17104 uniques)	24788 (658 uniques)	19502 (452 uniques)	19421 (443 uniques)	19421 (443 uniques)	19421 (443 uniques)	19421 (443 uniques)	19421 (385 uniques)	18959 (357 uniques)	18959 (357 uniques)	3700 (325 uniques)	3700 (325 uniques)	3669 (305 uniques)
105634	26227	21354	21354	21354 (13022 uniques)	19062 (519 uniques)	15424 (393 uniques)	15407 (379 uniques)	15407 (379 uniques)	15407 (379 uniques)	15407 (379 uniques)	15407 (332 uniques)	12113 (305 uniques)	12113 (305 uniques)	3700 (294 uniques)	3700 (294 uniques)	3688 (287 uniques)
105635	43652	34727	34727	34727 (19329 uniques)	31970 (824 uniques)	27392 (597 uniques)	25036 (560 uniques)	25036 (560 uniques)	25036 (560 uniques)	25036 (560 uniques)	25036 (501 uniques)	19245 (466 uniques)	19245 (466 uniques)	3700 (410 uniques)	3700 (410 uniques)	3660 (377 uniques)
105636	3378	2622	2622	2622 (1091 uniques)	2555 (16 uniques)	2554 (18 uniques)	2554 (16 uniques)	2554 (16 uniques)	2554 (16 uniques)	2554 (16 uniques)	2554 (14 uniques)	2530 (12 uniques)	2530 (12 uniques)	/	/	/
