"","105095","105102","105111","105114","105127","105141","105142","105155","105165","105173","105201","105223","105228","105244","105249","105251","105255","105262","105274","105287","105290","105300","105320","105321","105335","105336","105346","105349","105355","105371","105375","105398","105401","105410","105430","105432","105443","105476","105480"
"105095",0,0.513618,0.365641,0.717184,0.4269,0.439509,0.532296,0.29082,0.634005,0.403637,0.615745,0.634282,0.568149,0.581609,0.207933,0.292815,0.485149,0.615202,0.700147,0.639481,0.495896,0.8469,0.317227,0.656398,0.600834,0.673965,0.646748,0.179339,0.109666,0.773217,0.276555,0.449152,0.439189,0.331393,0.46336,0.345827,0.521749,0.237974,0.510388
"105102",0.513618,0,0.318216,0.476757,0.401767,0.275265,0.168524,0.358403,0.60341,0.484482,0.327593,0.427327,0.345018,0.380758,0.402244,0.358835,0.394958,0.589284,0.559086,0.525524,0.191814,0.675732,0.33638,0.43006,0.639931,0.710653,0.692893,0.43168,0.532312,0.553757,0.444118,0.469418,0.357849,0.550153,0.2577,0.536896,0.418513,0.516824,0.547553
"105111",0.365641,0.318216,0,0.538539,0.273983,0.223112,0.275043,0.167605,0.605897,0.388678,0.323414,0.49237,0.40571,0.356229,0.310081,0.231488,0.372464,0.589578,0.552138,0.486514,0.278781,0.737808,0.354421,0.469623,0.630808,0.704692,0.684706,0.29133,0.374095,0.57933,0.273733,0.378064,0.27684,0.479117,0.269461,0.465844,0.418033,0.406217,0.509185
"105114",0.717184,0.476757,0.538539,0,0.613711,0.436918,0.530933,0.554802,0.730496,0.660946,0.516128,0.294811,0.292939,0.457138,0.674304,0.637205,0.507269,0.706613,0.354104,0.647187,0.497828,0.599312,0.669902,0.246995,0.732589,0.762871,0.758628,0.671067,0.738762,0.342311,0.685861,0.493058,0.608564,0.730688,0.586861,0.728091,0.469094,0.727773,0.681942
"105127",0.4269,0.401767,0.273983,0.613711,0,0.328806,0.338889,0.254649,0.618147,0.405881,0.381987,0.548005,0.487328,0.332339,0.352182,0.294155,0.415739,0.607476,0.577681,0.498367,0.395062,0.805414,0.390769,0.55365,0.640656,0.714607,0.691608,0.340647,0.446038,0.675802,0.364601,0.444008,0.265615,0.512726,0.237578,0.499544,0.438311,0.453273,0.548738
"105141",0.439509,0.275265,0.223112,0.436918,0.328806,0,0.3118,0.273307,0.611443,0.414976,0.35492,0.410756,0.324974,0.341383,0.369319,0.309048,0.39121,0.595014,0.495201,0.516341,0.278077,0.714488,0.378304,0.379079,0.629961,0.705601,0.690047,0.355087,0.467226,0.527069,0.376081,0.35645,0.322525,0.517963,0.316149,0.505878,0.412031,0.462069,0.513881
"105142",0.532296,0.168524,0.275043,0.530933,0.338889,0.3118,0,0.311885,0.612504,0.514627,0.269562,0.465509,0.3857,0.321001,0.403556,0.334508,0.392079,0.596666,0.565992,0.467345,0.212944,0.734349,0.351445,0.48632,0.649197,0.706593,0.68864,0.433315,0.547136,0.614421,0.447575,0.493171,0.287123,0.559341,0.180885,0.544169,0.41439,0.532675,0.566563
"105155",0.29082,0.358403,0.167605,0.554802,0.254649,0.273307,0.311885,0,0.59281,0.420012,0.377018,0.502479,0.432935,0.378156,0.239617,0.150472,0.379069,0.617427,0.548341,0.495132,0.344276,0.762416,0.335696,0.48921,0.62009,0.775615,0.749945,0.244477,0.370379,0.603897,0.237543,0.431929,0.294856,0.449794,0.252722,0.479782,0.434399,0.410574,0.507349
"105165",0.634005,0.60341,0.605897,0.730496,0.618147,0.611443,0.612504,0.59281,0,0.602575,0.656907,0.676878,0.649507,0.632374,0.561722,0.591253,0.655691,0.503492,0.712499,0.467873,0.627466,0.824764,0.635725,0.704583,0.670612,0.723615,0.617104,0.593863,0.641171,0.774134,0.616114,0.624709,0.609338,0.663023,0.607944,0.6536,0.653038,0.648604,0.642469
