"","105095","105102","105111","105114","105127","105141","105142","105155","105165","105173","105201","105223","105228","105244","105249","105251","105255","105262","105274","105287","105290","105300","105320","105321","105335","105336","105346","105349","105355","105371","105375","105398","105401","105410","105430","105432","105443","105476","105480"
"105173",0.403637,0.484482,0.388678,0.660946,0.405881,0.414976,0.514627,0.420012,0.602575,0,0.55185,0.590616,0.530935,0.56604,0.378837,0.339667,0.559614,0.508825,0.668541,0.387367,0.492131,0.782351,0.439171,0.60473,0.420532,0.54417,0.739527,0.40707,0.441538,0.712175,0.280441,0.456026,0.344385,0.494989,0.462159,0.488704,0.5742,0.500379,0.318248
"105201",0.615745,0.327593,0.323414,0.516128,0.381987,0.35492,0.269562,0.377018,0.656907,0.55185,0,0.492423,0.425382,0.34348,0.503123,0.404133,0.464011,0.621444,0.558938,0.497975,0.301404,0.688365,0.480765,0.455098,0.686856,0.722662,0.715553,0.510948,0.626664,0.56646,0.51689,0.540552,0.378233,0.620517,0.324863,0.609498,0.461008,0.6115,0.607332
"105223",0.634282,0.427327,0.49237,0.294811,0.548005,0.410756,0.465509,0.502479,0.676878,0.590616,0.492423,0,0.19548,0.399365,0.581459,0.572796,0.411728,0.643568,0.236511,0.600087,0.436542,0.747859,0.561049,0.324232,0.686716,0.718299,0.707357,0.593567,0.653676,0.479863,0.617433,0.438745,0.544755,0.640534,0.500046,0.638151,0.367197,0.637345,0.621824
"105228",0.568149,0.345018,0.40571,0.292939,0.487328,0.324974,0.3857,0.432935,0.649507,0.530935,0.425382,0.19548,0,0.348167,0.513812,0.498742,0.384362,0.634285,0.339365,0.577342,0.324595,0.729581,0.49808,0.330077,0.650986,0.709222,0.69523,0.529958,0.589042,0.496976,0.547419,0.404608,0.471413,0.599739,0.426493,0.591031,0.346525,0.580073,0.574031
"105244",0.581609,0.380758,0.356229,0.457138,0.332339,0.341383,0.321001,0.378156,0.632374,0.56604,0.34348,0.399365,0.348167,0,0.484148,0.438668,0.451377,0.634658,0.415198,0.498611,0.385806,0.773264,0.486903,0.414796,0.650885,0.792288,0.780219,0.545716,0.658762,0.538933,0.512159,0.475911,0.378508,0.613676,0.322462,0.661769,0.426735,0.631972,0.574863
"105249",0.207933,0.402244,0.310081,0.674304,0.352182,0.369319,0.403556,0.239617,0.561722,0.378837,0.503123,0.581459,0.513812,0.484148,0,0.23968,0.439243,0.539482,0.691541,0.54334,0.388723,0.806402,0.229521,0.622094,0.60414,0.68371,0.610358,0.17344,0.252654,0.762196,0.221244,0.454009,0.328574,0.388798,0.345668,0.37504,0.489792,0.3094,0.500943
"105251",0.292815,0.358835,0.231488,0.637205,0.294155,0.309048,0.334508,0.150472,0.591253,0.339667,0.404133,0.572796,0.498742,0.438668,0.23968,0,0.437619,0.544359,0.646026,0.468479,0.354477,0.756323,0.283119,0.573482,0.570069,0.649905,0.669836,0.188016,0.306348,0.681542,0.168227,0.399557,0.254402,0.409465,0.284973,0.389321,0.488493,0.359649,0.449585
"105255",0.485149,0.394958,0.372464,0.507269,0.415739,0.39121,0.392079,0.379069,0.655691,0.559614,0.464011,0.411728,0.384362,0.451377,0.439243,0.437619,0,0.655796,0.504375,0.593869,0.380644,0.788339,0.374933,0.456489,0.671157,0.79224,0.766521,0.496593,0.565569,0.601639,0.480268,0.580075,0.471795,0.379171,0.371694,0.4251,0.208543,0.421707,0.589038
"105262",0.615202,0.589284,0.589578,0.706613,0.607476,0.595014,0.596666,0.617427,0.503492,0.508825,0.621444,0.643568,0.634285,0.634658,0.539482,0.544359,0.655796,0,0.700094,0.311947,0.610714,0.803398,0.606595,0.634547,0.582553,0.639548,0.409598,0.569649,0.617882,0.755269,0.502342,0.611306,0.541313,0.603356,0.595529,0.580588,0.65197,0.643331,0.541605
"105274",0.700147,0.559086,0.552138,0.354104,0.577681,0.495201,0.565992,0.548341,0.712499,0.668541,0.558938,0.236511,0.339365,0.415198,0.691541,0.646026,0.504375,0.700094,0,0.653788,0.555782,0.764245,0.68752,0.405192,0.718004,0.73433,0.728991,0.668976,0.718641,0.491803,0.691888,0.508769,0.624738,0.712597,0.584199,0.71149,0.458472,0.707146,0.682392
"105287",0.639481,0.525524,0.486514,0.647187,0.498367,0.516341,0.467345,0.495132,0.467873,0.387367,0.497975,0.600087,0.577342,0.498611,0.54334,0.468479,0.593869,0.311947,0.653788,0,0.540808,0.792004,0.611289,0.569911,0.476895,0.514165,0.657384,0.562968,0.622004,0.680962,0.491263,0.572715,0.390175,0.629269,0.493112,0.588253,0.59158,0.641447,0.419529
"105290",0.495896,0.191814,0.278781,0.497828,0.395062,0.278077,0.212944,0.344276,0.627466,0.492131,0.301404,0.436542,0.324595,0.385806,0.388723,0.354477,0.380644,0.610714,0.555782,0.540808,0,0.707705,0.321472,0.438312,0.64033,0.709523,0.68922,0.424878,0.515334,0.575034,0.431407,0.476131,0.348451,0.539929,0.279193,0.528775,0.404138,0.502509,0.537498
"105300",0.8469,0.675732,0.737808,0.599312,0.805414,0.714488,0.734349,0.762416,0.824764,0.782351,0.688365,0.747859,0.729581,0.773264,0.806402,0.756323,0.788339,0.803398,0.764245,0.792004,0.707705,0,0.796058,0.607996,0.836381,0.856852,0.8564,0.789274,0.858916,0.40503,0.783196,0.787892,0.789192,0.846158,0.773093,0.842484,0.796878,0.859419,0.783211
"105320",0.317227,0.33638,0.354421,0.669902,0.390769,0.378304,0.351445,0.335696,0.635725,0.439171,0.480765,0.561049,0.49808,0.486903,0.229521,0.283119,0.374933,0.606595,0.68752,0.611289,0.321472,0.796058,0,0.611397,0.606187,0.683715,0.655549,0.278502,0.329384,0.752096,0.308542,0.48722,0.355576,0.326391,0.312133,0.321136,0.427427,0.232731,0.507052
"105321",0.656398,0.43006,0.469623,0.246995,0.55365,0.379079,0.48632,0.48921,0.704583,0.60473,0.455098,0.324232,0.330077,0.414796,0.622094,0.573482,0.456489,0.634547,0.405192,0.569911,0.438312,0.607996,0.611397,0,0.712117,0.741597,0.740034,0.60566,0.680338,0.345744,0.619161,0.491349,0.55122,0.673564,0.528331,0.668542,0.425689,0.66935,0.629946
"105335",0.600834,0.639931,0.630808,0.732589,0.640656,0.629961,0.649197,0.62009,0.670612,0.420532,0.686856,0.686716,0.650986,0.650885,0.60414,0.570069,0.671157,0.582553,0.718004,0.476895,0.64033,0.836381,0.606187,0.712117,0,0.101088,0.689254,0.595334,0.585395,0.782002,0.511117,0.613607,0.515569,0.625369,0.632003,0.582525,0.660105,0.607849,0.211186
"105336",0.673965,0.710653,0.704692,0.762871,0.714607,0.705601,0.706593,0.775615,0.723615,0.54417,0.722662,0.718299,0.709222,0.792288,0.68371,0.649905,0.79224,0.639548,0.73433,0.514165,0.709523,0.856852,0.683715,0.741597,0.101088,0,0.779624,0.750443,0.740674,0.806178,0.592505,0.754052,0.652437,0.670343,0.706357,0.701431,0.781799,0.761153,0.284478
"105346",0.646748,0.692893,0.684706,0.758628,0.691608,0.690047,0.68864,0.749945,0.617104,0.739527,0.715553,0.707357,0.69523,0.780219,0.610358,0.669836,0.766521,0.409598,0.728991,0.657384,0.68922,0.8564,0.655549,0.740034,0.689254,0.779624,0,0.707559,0.723438,0.810771,0.667544,0.76926,0.759092,0.667341,0.684373,0.738159,0.768479,0.728983,0.686519
"105349",0.179339,0.43168,0.29133,0.671067,0.340647,0.355087,0.433315,0.244477,0.593863,0.40707,0.510948,0.593567,0.529958,0.545716,0.17344,0.188016,0.496593,0.569649,0.668976,0.562968,0.424878,0.789274,0.278502,0.60566,0.595334,0.750443,0.707559,0,0.24771,0.730305,0.207039,0.479875,0.398959,0.353341,0.371239,0.38327,0.553501,0.321457,0.485535
"105355",0.109666,0.532312,0.374095,0.738762,0.446038,0.467226,0.547136,0.370379,0.641171,0.441538,0.626664,0.653676,0.589042,0.658762,0.252654,0.306348,0.565569,0.617882,0.718641,0.622004,0.515334,0.858916,0.329384,0.680338,0.585395,0.740674,0.723438,0.24771,0,0.797919,0.271778,0.497777,0.479317,0.323658,0.475313,0.374996,0.614355,0.27441,0.513187
"105371",0.773217,0.553757,0.57933,0.342311,0.675802,0.527069,0.614421,0.603897,0.774134,0.712175,0.56646,0.479863,0.496976,0.538933,0.762196,0.681542,0.601639,0.755269,0.491803,0.680962,0.575034,0.40503,0.752096,0.345744,0.782002,0.806178,0.810771,0.730305,0.797919,0,0.736463,0.627268,0.678747,0.785275,0.654086,0.782817,0.589383,0.792402,0.723996
"105375",0.276555,0.444118,0.273733,0.685861,0.364601,0.376081,0.447575,0.237543,0.616114,0.280441,0.51689,0.617433,0.547419,0.512159,0.221244,0.168227,0.480268,0.502342,0.691888,0.491263,0.431407,0.783196,0.308542,0.619161,0.511117,0.592505,0.667544,0.207039,0.271778,0.736463,0,0.419932,0.268895,0.404362,0.368609,0.352762,0.529363,0.34503,0.397478
"105398",0.449152,0.469418,0.378064,0.493058,0.444008,0.35645,0.493171,0.431929,0.624709,0.456026,0.540552,0.438745,0.404608,0.475911,0.454009,0.399557,0.580075,0.611306,0.508769,0.572715,0.476131,0.787892,0.48722,0.491349,0.613607,0.754052,0.76926,0.479875,0.497777,0.627268,0.419932,0,0.45186,0.52961,0.455606,0.584257,0.467128,0.543111,0.503336
"105401",0.439189,0.357849,0.27684,0.608564,0.265615,0.322525,0.287123,0.294856,0.609338,0.344385,0.378233,0.544755,0.471413,0.378508,0.328574,0.254402,0.471795,0.541313,0.624738,0.390175,0.348451,0.789192,0.355576,0.55122,0.515569,0.652437,0.759092,0.398959,0.479317,0.678747,0.268895,0.45186,0,0.501957,0.230754,0.501927,0.484949,0.495848,0.40486
"105410",0.331393,0.550153,0.479117,0.730688,0.512726,0.517963,0.559341,0.449794,0.663023,0.494989,0.620517,0.640534,0.599739,0.613676,0.388798,0.409465,0.379171,0.603356,0.712597,0.629269,0.539929,0.846158,0.326391,0.673564,0.625369,0.670343,0.667341,0.353341,0.323658,0.785275,0.404362,0.52961,0.501957,0,0.529065,0.0642307,0.49648,0.135316,0.565931
"105430",0.46336,0.2577,0.269461,0.586861,0.237578,0.316149,0.180885,0.252722,0.607944,0.462159,0.324863,0.500046,0.426493,0.322462,0.345668,0.284973,0.371694,0.595529,0.584199,0.493112,0.279193,0.773093,0.312133,0.528331,0.632003,0.706357,0.684373,0.371239,0.475313,0.654086,0.368609,0.455606,0.230754,0.529065,0,0.512342,0.396657,0.457442,0.516449
"105432",0.345827,0.536896,0.465844,0.728091,0.499544,0.505878,0.544169,0.479782,0.6536,0.488704,0.609498,0.638151,0.591031,0.661769,0.37504,0.389321,0.4251,0.580588,0.71149,0.588253,0.528775,0.842484,0.321136,0.668542,0.582525,0.701431,0.738159,0.38327,0.374996,0.782817,0.352762,0.584257,0.501927,0.0642307,0.512342,0,0.545368,0.159969,0.521076
"105443",0.521749,0.418513,0.418033,0.469094,0.438311,0.412031,0.41439,0.434399,0.653038,0.5742,0.461008,0.367197,0.346525,0.426735,0.489792,0.488493,0.208543,0.65197,0.458472,0.59158,0.404138,0.796878,0.427427,0.425689,0.660105,0.781799,0.768479,0.553501,0.614355,0.589383,0.529363,0.467128,0.484949,0.49648,0.396657,0.545368,0,0.534105,0.575477
"105476",0.237974,0.516824,0.406217,0.727773,0.453273,0.462069,0.532675,0.410574,0.648604,0.500379,0.6115,0.637345,0.580073,0.631972,0.3094,0.359649,0.421707,0.643331,0.707146,0.641447,0.502509,0.859419,0.232731,0.66935,0.607849,0.761153,0.728983,0.321457,0.27441,0.792402,0.34503,0.543111,0.495848,0.135316,0.457442,0.159969,0.534105,0,0.528466
"105480",0.510388,0.547553,0.509185,0.681942,0.548738,0.513881,0.566563,0.507349,0.642469,0.318248,0.607332,0.621824,0.574031,0.574863,0.500943,0.449585,0.589038,0.541605,0.682392,0.419529,0.537498,0.783211,0.507052,0.629946,0.211186,0.284478,0.686519,0.485535,0.513187,0.723996,0.397478,0.503336,0.40486,0.565931,0.516449,0.521076,0.575477,0.528466,0
